"roi_area_m2","roi_geojson","size_min_m2","size_max_m2","year","building_count","cover_pct","v3_building_count_total_in_roi","presence_threshold"
118885717.92794,"{""type"":""MultiPolygon"",""coordinates"":[[[[30.279100000000003,-29.544599999999996],[30.279100000000003,-29.455199999999994],[30.1857,-29.455199999999994],[30.1857,-29.544599999999996],[30.279100000000003,-29.544599999999996]]]]}",199,1042,2016,4799,1.56133056093453,25422,0.5
118885717.92794,"{""type"":""MultiPolygon"",""coordinates"":[[[[30.279100000000003,-29.544599999999996],[30.279100000000003,-29.455199999999994],[30.1857,-29.455199999999994],[30.1857,-29.544599999999996],[30.279100000000003,-29.544599999999996]]]]}",199,1042,2017,4885,1.60397575149745,25422,0.5
118885717.92794,"{""type"":""MultiPolygon"",""coordinates"":[[[[30.279100000000003,-29.544599999999996],[30.279100000000003,-29.455199999999994],[30.1857,-29.455199999999994],[30.1857,-29.544599999999996],[30.279100000000003,-29.544599999999996]]]]}",199,1042,2018,5002,1.65689907021901,25422,0.5
118885717.92794,"{""type"":""MultiPolygon"",""coordinates"":[[[[30.279100000000003,-29.544599999999996],[30.279100000000003,-29.455199999999994],[30.1857,-29.455199999999994],[30.1857,-29.544599999999996],[30.279100000000003,-29.544599999999996]]]]}",199,1042,2019,5013,1.67896319993888,25422,0.5
118885717.92794,"{""type"":""MultiPolygon"",""coordinates"":[[[[30.279100000000003,-29.544599999999996],[30.279100000000003,-29.455199999999994],[30.1857,-29.455199999999994],[30.1857,-29.544599999999996],[30.279100000000003,-29.544599999999996]]]]}",199,1042,2020,5094,1.71153788473758,25422,0.5
118885717.92794,"{""type"":""MultiPolygon"",""coordinates"":[[[[30.279100000000003,-29.544599999999996],[30.279100000000003,-29.455199999999994],[30.1857,-29.455199999999994],[30.1857,-29.544599999999996],[30.279100000000003,-29.544599999999996]]]]}",199,1042,2021,5127,1.74040048660377,25422,0.5
118885717.92794,"{""type"":""MultiPolygon"",""coordinates"":[[[[30.279100000000003,-29.544599999999996],[30.279100000000003,-29.455199999999994],[30.1857,-29.455199999999994],[30.1857,-29.544599999999996],[30.279100000000003,-29.544599999999996]]]]}",199,1042,2022,5161,1.75364406541342,25422,0.5
118885717.92794,"{""type"":""MultiPolygon"",""coordinates"":[[[[30.279100000000003,-29.544599999999996],[30.279100000000003,-29.455199999999994],[30.1857,-29.455199999999994],[30.1857,-29.544599999999996],[30.279100000000003,-29.544599999999996]]]]}",199,1042,2023,5245,1.78579072787588,25422,0.5
